"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Mar 30 21:32:56 GMT 2024","Sat Mar 30 21:32:56 GMT 2024","638","","Add/Remove Elements page","","","","should be able to remove 1 element",""
"passed","Sat Mar 30 21:32:51 GMT 2024","Sat Mar 30 21:32:52 GMT 2024","345","","Add/Remove Elements page","","","","should be able to remove 1 element",""
"passed","Sat Mar 30 21:32:54 GMT 2024","Sat Mar 30 21:32:56 GMT 2024","1434","","Dropdown List page","","","","should be able to update dropdown field to Option 1",""
"passed","Sat Mar 30 21:32:57 GMT 2024","Sat Mar 30 21:32:58 GMT 2024","847","","Add/Remove Elements page","","","","should be able to remove 2 element",""
"passed","Sat Mar 30 21:33:05 GMT 2024","Sat Mar 30 21:33:05 GMT 2024","563","","Login page","","","","should error with no credentials",""
"passed","Sat Mar 30 21:33:04 GMT 2024","Sat Mar 30 21:33:05 GMT 2024","996","","Login page","","","","should error with invalid credentials",""
"passed","Sat Mar 30 21:32:58 GMT 2024","Sat Mar 30 21:33:00 GMT 2024","2078","","Dropdown List page","","","","should be able to update dropdown field to Option 1",""
"passed","Sat Mar 30 21:33:06 GMT 2024","Sat Mar 30 21:33:07 GMT 2024","525","","Login page","","","","should login with valid credentials",""
"passed","Sat Mar 30 21:33:01 GMT 2024","Sat Mar 30 21:33:02 GMT 2024","750","","Add/Remove Elements page","","","","should be able to add 2 element",""
"passed","Sat Mar 30 21:32:58 GMT 2024","Sat Mar 30 21:33:00 GMT 2024","2136","","Login page","","","","should login with valid credentials",""
"passed","Sat Mar 30 21:32:50 GMT 2024","Sat Mar 30 21:32:51 GMT 2024","1140","","Login page","","","","should error with invalid credentials",""
"passed","Sat Mar 30 21:32:59 GMT 2024","Sat Mar 30 21:33:02 GMT 2024","2472","","Add/Remove Elements page","","","","should be able to remove 10 element",""
"passed","Sat Mar 30 21:33:00 GMT 2024","Sat Mar 30 21:33:01 GMT 2024","972","","Add/Remove Elements page","","","","should be able to remove 1 element",""
"passed","Sat Mar 30 21:32:54 GMT 2024","Sat Mar 30 21:32:56 GMT 2024","1429","","Checkboxes page","","","","should check a checkbox",""
"passed","Sat Mar 30 21:32:51 GMT 2024","Sat Mar 30 21:32:51 GMT 2024","240","","Login page","","","","should error with no credentials",""
"passed","Sat Mar 30 21:32:50 GMT 2024","Sat Mar 30 21:32:51 GMT 2024","218","","Dropdown List page","","","","should be able to update dropdown field to Option 2",""
